samples,Realm,Biome,Functional_group
mgm4767463,Terrestrial,Intensive_land-use,NA
mgm4767464,Terrestrial,Intensive_land-use,NA
mgm4767465,Terrestrial,Intensive_land-use,NA
mgm4767466,Terrestrial,Intensive_land-use,NA
mgm4767467,Terrestrial,Intensive_land-use,NA
mgm4767468,Terrestrial,Intensive_land-use,NA
mgm4767469,Terrestrial,Intensive_land-use,NA
mgm4767470,Terrestrial,Intensive_land-use,NA
mgm4767471,Terrestrial,Intensive_land-use,NA
mgm4767472,Terrestrial,Intensive_land-use,NA
mgm4767473,Terrestrial,Intensive_land-use,NA
mgm4767474,Terrestrial,Intensive_land-use,NA
mgm4767475,Terrestrial,Intensive_land-use,NA
mgm4767476,Terrestrial,Intensive_land-use,NA
mgm4767477,Terrestrial,Intensive_land-use,NA
mgm4767478,Terrestrial,Intensive_land-use,NA
mgm4767479,Terrestrial,Intensive_land-use,NA
mgm4767480,Terrestrial,Intensive_land-use,NA
mgm4767481,Terrestrial,Intensive_land-use,NA
mgm4767483,Terrestrial,Intensive_land-use,NA
mgm4767484,Terrestrial,Intensive_land-use,NA
mgm4767485,Terrestrial,Intensive_land-use,NA
mgm4767486,Terrestrial,Intensive_land-use,NA
mgm4767487,Terrestrial,Intensive_land-use,NA
mgm4767488,Terrestrial,Intensive_land-use,NA
mgm4767489,Terrestrial,Intensive_land-use,NA
mgm4767490,Terrestrial,Intensive_land-use,NA
mgm4767491,Terrestrial,Intensive_land-use,NA
mgm4767492,Terrestrial,Intensive_land-use,NA
mgm4767493,Terrestrial,Intensive_land-use,NA
mgm4767494,Terrestrial,Intensive_land-use,NA
mgm4767495,Terrestrial,Intensive_land-use,NA
mgm4767496,Terrestrial,Intensive_land-use,NA
mgm4767497,Terrestrial,Intensive_land-use,NA
mgm4767498,Terrestrial,Intensive_land-use,NA
mgm4767499,Terrestrial,Intensive_land-use,NA
mgm4767500,Terrestrial,Intensive_land-use,NA
mgm4767501,Terrestrial,Intensive_land-use,NA
mgm4767502,Terrestrial,Intensive_land-use,NA
mgm4767503,Terrestrial,Intensive_land-use,NA
mgm4767504,Terrestrial,Intensive_land-use,NA
mgm4767505,Terrestrial,Intensive_land-use,NA
mgm4767506,Terrestrial,Intensive_land-use,NA
mgm4767507,Terrestrial,Intensive_land-use,NA
mgm4767508,Terrestrial,Intensive_land-use,NA
mgm4767509,Terrestrial,Intensive_land-use,NA
mgm4767510,Terrestrial,Intensive_land-use,NA
mgm4767511,Terrestrial,Intensive_land-use,NA
mgm4767512,Terrestrial,Intensive_land-use,NA
mgm4767513,Terrestrial,Intensive_land-use,NA
mgm4767514,Terrestrial,Intensive_land-use,NA
mgm4767515,Terrestrial,Intensive_land-use,NA
mgm4767516,Terrestrial,Intensive_land-use,NA
mgm4767517,Terrestrial,Intensive_land-use,NA
mgm4767518,Terrestrial,Intensive_land-use,NA
mgm4767519,Terrestrial,Intensive_land-use,NA
mgm4767520,Terrestrial,Intensive_land-use,NA
mgm4767521,Terrestrial,Intensive_land-use,NA
mgm4767522,Terrestrial,Intensive_land-use,NA
mgm4767523,Terrestrial,Intensive_land-use,NA
mgm4520107,Terrestrial,Intensive_land-use,NA
mgm4520108,Terrestrial,Intensive_land-use,NA
mgm4520109,Terrestrial,Intensive_land-use,NA
mgm4520110,Terrestrial,Intensive_land-use,NA
mgm4520111,Terrestrial,Intensive_land-use,NA
mgm4520112,Terrestrial,Intensive_land-use,NA
mgm4520113,Terrestrial,Intensive_land-use,NA
mgm4520114,Terrestrial,Intensive_land-use,NA
mgm4520115,Terrestrial,Intensive_land-use,NA
mgm4520116,Terrestrial,Intensive_land-use,NA
mgm4520117,Terrestrial,Intensive_land-use,NA
mgm4520118,Terrestrial,Intensive_land-use,NA
mgm4520119,Terrestrial,Intensive_land-use,NA
mgm4520120,Terrestrial,Intensive_land-use,NA
mgm4520121,Terrestrial,Intensive_land-use,NA
mgm4520122,Terrestrial,Intensive_land-use,NA
mgm4520123,Terrestrial,Intensive_land-use,NA
mgm4520124,Terrestrial,Intensive_land-use,NA
mgm4520125,Terrestrial,Intensive_land-use,NA
mgm4520126,Terrestrial,Intensive_land-use,NA
mgm4520127,Terrestrial,Intensive_land-use,NA
mgm4520128,Terrestrial,Intensive_land-use,NA
mgm4520129,Terrestrial,Intensive_land-use,NA
mgm4520130,Terrestrial,Intensive_land-use,NA
mgm4532935,Terrestrial,Intensive_land-use,NA
mgm4532936,Terrestrial,Intensive_land-use,NA
mgm4532937,Terrestrial,Intensive_land-use,NA
mgm4532938,Terrestrial,Intensive_land-use,NA
mgm4532939,Terrestrial,Intensive_land-use,NA
mgm4532940,Terrestrial,Intensive_land-use,NA
mgm4532941,Terrestrial,Intensive_land-use,NA
mgm4532942,Terrestrial,Intensive_land-use,NA
mgm4532943,Terrestrial,Intensive_land-use,NA
mgm4532944,Terrestrial,Intensive_land-use,NA
mgm4532969,Terrestrial,Intensive_land-use,NA
mgm4532970,Terrestrial,Intensive_land-use,NA
mgm4532971,Terrestrial,Intensive_land-use,NA
mgm4532972,Terrestrial,Intensive_land-use,NA
mgm4532973,Terrestrial,Intensive_land-use,NA
mgm4532974,Terrestrial,Intensive_land-use,NA
mgm4532975,Terrestrial,Intensive_land-use,NA
mgm4532976,Terrestrial,Intensive_land-use,NA
mgm4532977,Terrestrial,Intensive_land-use,NA
mgm4532978,Terrestrial,Intensive_land-use,NA
mgm4532979,Terrestrial,Intensive_land-use,NA
mgm4532980,Terrestrial,Intensive_land-use,NA
mgm4532981,Terrestrial,Intensive_land-use,NA
mgm4532982,Terrestrial,Intensive_land-use,NA
mgm4532999,Terrestrial,Intensive_land-use,NA
mgm4533000,Terrestrial,Intensive_land-use,NA
mgm4533001,Terrestrial,Intensive_land-use,NA
mgm4533002,Terrestrial,Intensive_land-use,NA
mgm4533003,Terrestrial,Intensive_land-use,NA
mgm4533004,Terrestrial,Intensive_land-use,NA
mgm4533005,Terrestrial,Intensive_land-use,NA
mgm4533006,Terrestrial,Intensive_land-use,NA
mgm4533007,Terrestrial,Intensive_land-use,NA
mgm4533008,Terrestrial,Intensive_land-use,NA
mgm4533009,Terrestrial,Intensive_land-use,NA
mgm4533010,Terrestrial,Intensive_land-use,NA
mgm4533025,Terrestrial,Intensive_land-use,NA
mgm4533026,Terrestrial,Intensive_land-use,NA
mgm4533027,Terrestrial,Intensive_land-use,NA
mgm4533028,Terrestrial,Intensive_land-use,NA
mgm4533029,Terrestrial,Intensive_land-use,NA
mgm4533030,Terrestrial,Intensive_land-use,NA
mgm4533031,Terrestrial,Intensive_land-use,NA
mgm4533032,Terrestrial,Intensive_land-use,NA
mgm4533033,Terrestrial,Intensive_land-use,NA
mgm4533034,Terrestrial,Intensive_land-use,NA
mgm4535764,Terrestrial,Intensive_land-use,NA
mgm4535765,Terrestrial,Intensive_land-use,NA
mgm4535766,Terrestrial,Intensive_land-use,NA
mgm4535767,Terrestrial,Intensive_land-use,NA
mgm4535768,Terrestrial,Intensive_land-use,NA
mgm4535769,Terrestrial,Intensive_land-use,NA
mgm4535770,Terrestrial,Intensive_land-use,NA
mgm4535771,Terrestrial,Intensive_land-use,NA
mgm4535772,Terrestrial,Intensive_land-use,NA
mgm4535773,Terrestrial,Intensive_land-use,NA
mgm4535798,Terrestrial,Intensive_land-use,NA
mgm4535799,Terrestrial,Intensive_land-use,NA
mgm4535800,Terrestrial,Intensive_land-use,NA
mgm4535801,Terrestrial,Intensive_land-use,NA
mgm4535802,Terrestrial,Intensive_land-use,NA
mgm4535803,Terrestrial,Intensive_land-use,NA
mgm4535804,Terrestrial,Intensive_land-use,NA
mgm4535805,Terrestrial,Intensive_land-use,NA
mgm4535806,Terrestrial,Intensive_land-use,NA
mgm4535807,Terrestrial,Intensive_land-use,NA
mgm4535808,Terrestrial,Intensive_land-use,NA
mgm4535809,Terrestrial,Intensive_land-use,NA
mgm4535810,Terrestrial,Intensive_land-use,NA
mgm4535811,Terrestrial,Intensive_land-use,NA
mgm4535828,Terrestrial,Intensive_land-use,NA
mgm4535829,Terrestrial,Intensive_land-use,NA
mgm4535830,Terrestrial,Intensive_land-use,NA
mgm4535831,Terrestrial,Intensive_land-use,NA
mgm4535832,Terrestrial,Intensive_land-use,NA
mgm4535833,Terrestrial,Intensive_land-use,NA
mgm4535834,Terrestrial,Intensive_land-use,NA
mgm4535835,Terrestrial,Intensive_land-use,NA
mgm4535836,Terrestrial,Intensive_land-use,NA
mgm4535837,Terrestrial,Intensive_land-use,NA
mgm4535838,Terrestrial,Intensive_land-use,NA
mgm4535839,Terrestrial,Intensive_land-use,NA
mgm4535854,Terrestrial,Intensive_land-use,NA
mgm4535855,Terrestrial,Intensive_land-use,NA
mgm4535856,Terrestrial,Intensive_land-use,NA
mgm4535857,Terrestrial,Intensive_land-use,NA
mgm4535858,Terrestrial,Intensive_land-use,NA
mgm4535859,Terrestrial,Intensive_land-use,NA
mgm4535860,Terrestrial,Intensive_land-use,NA
mgm4535861,Terrestrial,Intensive_land-use,NA
mgm4535862,Terrestrial,Intensive_land-use,NA
mgm4535863,Terrestrial,Intensive_land-use,NA
mgm4543593,Terrestrial,Intensive_land-use,NA
mgm4543594,Terrestrial,Intensive_land-use,NA
mgm4543595,Terrestrial,Intensive_land-use,NA
mgm4543596,Terrestrial,Intensive_land-use,NA
mgm4550331,Terrestrial,Intensive_land-use,NA
mgm4550332,Terrestrial,Intensive_land-use,NA
mgm4552772,Terrestrial,Intensive_land-use,NA
mgm4552773,Terrestrial,Intensive_land-use,NA
mgm4552774,Terrestrial,Intensive_land-use,NA
mgm4552775,Terrestrial,Intensive_land-use,NA
mgm4441102,Marine,Deep_sea_floors,NA
mgm4441663,Marine,Deep_sea_floors,NA
mgm4448187,Marine,Deep_sea_floors,NA
mgm4667949,Marine,Deep_sea_floors,NA
mgm4668298,Marine,Deep_sea_floors,NA
mgm4668300,Marine,Deep_sea_floors,NA
mgm4668301,Marine,Deep_sea_floors,NA
mgm4668302,Marine,Deep_sea_floors,NA
mgm4668303,Marine,Deep_sea_floors,NA
mgm4668304,Marine,Deep_sea_floors,NA
mgm4668305,Marine,Deep_sea_floors,NA
mgm4566569,Marine,Marine_shelf,NA
mgm4566594,Marine,Marine_shelf,NA
mgm4566599,Marine,Marine_shelf,NA
mgm4580319,Marine,Marine_shelf,NA
mgm4580320,Marine,Marine_shelf,NA
mgm4580321,Marine,Marine_shelf,NA
mgm4580322,Marine,Marine_shelf,NA
mgm4580323,Marine,Marine_shelf,NA
mgm4580324,Marine,Marine_shelf,NA
mgm4580325,Marine,Marine_shelf,NA
mgm4580326,Marine,Marine_shelf,NA
mgm4580327,Marine,Marine_shelf,NA
mgm4580328,Marine,Marine_shelf,NA
mgm4580329,Marine,Marine_shelf,NA
mgm4580330,Marine,Marine_shelf,NA
mgm4580331,Marine,Marine_shelf,NA
mgm4580332,Marine,Marine_shelf,NA
mgm4580333,Marine,Marine_shelf,NA
mgm4580334,Marine,Marine_shelf,NA
mgm4624578,Terrestrial,Intensive_land-use,NA
mgm4624579,Terrestrial,Intensive_land-use,NA
mgm4624580,Terrestrial,Intensive_land-use,NA
mgm4624581,Terrestrial,Intensive_land-use,NA
mgm4624582,Terrestrial,Intensive_land-use,NA
mgm4624583,Terrestrial,Intensive_land-use,NA
mgm4624584,Terrestrial,Intensive_land-use,NA
mgm4624585,Terrestrial,Intensive_land-use,NA
mgm4624586,Terrestrial,Intensive_land-use,NA
mgm4624587,Terrestrial,Intensive_land-use,NA
mgm4624588,Terrestrial,Intensive_land-use,NA
mgm4624589,Terrestrial,Intensive_land-use,NA
mgm4624590,Terrestrial,Intensive_land-use,NA
mgm4624591,Terrestrial,Intensive_land-use,NA
mgm4624592,Terrestrial,Intensive_land-use,NA
mgm4624593,Terrestrial,Intensive_land-use,NA
mgm4624594,Terrestrial,Intensive_land-use,NA
mgm4624595,Terrestrial,Intensive_land-use,NA
mgm4624596,Terrestrial,Intensive_land-use,NA
mgm4624597,Terrestrial,Intensive_land-use,NA
mgm4624598,Terrestrial,Intensive_land-use,NA
mgm4624599,Terrestrial,Intensive_land-use,NA
mgm4624600,Terrestrial,Intensive_land-use,NA
mgm4624601,Terrestrial,Intensive_land-use,NA
mgm4624602,Terrestrial,Intensive_land-use,NA
mgm4624603,Terrestrial,Intensive_land-use,NA
mgm4624604,Terrestrial,Intensive_land-use,NA
mgm4624605,Terrestrial,Intensive_land-use,NA
mgm4624606,Terrestrial,Intensive_land-use,NA
mgm4624607,Terrestrial,Intensive_land-use,NA
mgm4624608,Terrestrial,Intensive_land-use,NA
mgm4624609,Terrestrial,Intensive_land-use,NA
mgm4624610,Terrestrial,Intensive_land-use,NA
mgm4624611,Terrestrial,Intensive_land-use,NA
mgm4624612,Terrestrial,Intensive_land-use,NA
mgm4624613,Terrestrial,Intensive_land-use,NA
mgm4624614,Terrestrial,Intensive_land-use,NA
mgm4624615,Terrestrial,Intensive_land-use,NA
mgm4624616,Terrestrial,Intensive_land-use,NA
mgm4624617,Terrestrial,Intensive_land-use,NA
mgm4624618,Terrestrial,Intensive_land-use,NA
mgm4624619,Terrestrial,Intensive_land-use,NA
mgm4624620,Terrestrial,Intensive_land-use,NA
mgm4624621,Terrestrial,Intensive_land-use,NA
mgm4624622,Terrestrial,Intensive_land-use,NA
mgm4624623,Terrestrial,Intensive_land-use,NA
mgm4624624,Terrestrial,Intensive_land-use,NA
mgm4624625,Terrestrial,Intensive_land-use,NA
mgm4624626,Terrestrial,Intensive_land-use,NA
mgm4624627,Terrestrial,Intensive_land-use,NA
mgm4624628,Terrestrial,Intensive_land-use,NA
mgm4624629,Terrestrial,Intensive_land-use,NA
mgm4624630,Terrestrial,Intensive_land-use,NA
mgm4624631,Terrestrial,Intensive_land-use,NA
mgm4624632,Terrestrial,Intensive_land-use,NA
mgm4624633,Terrestrial,Intensive_land-use,NA
mgm4624634,Terrestrial,Intensive_land-use,NA
mgm4624635,Terrestrial,Intensive_land-use,NA
mgm4624636,Terrestrial,Intensive_land-use,NA
mgm4624637,Terrestrial,Intensive_land-use,NA
mgm4624638,Terrestrial,Intensive_land-use,NA
mgm4624639,Terrestrial,Intensive_land-use,NA
mgm4624640,Terrestrial,Intensive_land-use,NA
mgm4624641,Terrestrial,Intensive_land-use,NA
mgm4624642,Terrestrial,Intensive_land-use,NA
mgm4624643,Terrestrial,Intensive_land-use,NA
mgm4624644,Terrestrial,Intensive_land-use,NA
mgm4624645,Terrestrial,Intensive_land-use,NA
mgm4624646,Terrestrial,Intensive_land-use,NA
mgm4624647,Terrestrial,Intensive_land-use,NA
mgm4624648,Terrestrial,Intensive_land-use,NA
mgm4624649,Terrestrial,Intensive_land-use,NA
mgm4624650,Terrestrial,Intensive_land-use,NA
mgm4624651,Terrestrial,Intensive_land-use,NA
mgm4624652,Terrestrial,Intensive_land-use,NA
mgm4624653,Terrestrial,Intensive_land-use,NA
mgm4624654,Terrestrial,Intensive_land-use,NA
mgm4624655,Terrestrial,Intensive_land-use,NA
mgm4624656,Terrestrial,Intensive_land-use,NA
mgm4624657,Terrestrial,Intensive_land-use,NA
mgm4480739,Marine,Marine_shelf,NA
mgm4480742,Marine,Marine_shelf,NA
mgm4480746,Marine,Marine_shelf,NA
mgm4480747,Marine,Marine_shelf,NA
mgm4480748,Marine,Marine_shelf,NA
mgm4480749,Marine,Marine_shelf,NA
mgm4480750,Marine,Marine_shelf,NA
mgm4480751,Marine,Marine_shelf,NA
mgm4487647,Marine,Marine_shelf,NA
mgm4487909,Marine,Marine_shelf,NA
mgm4487910,Marine,Marine_shelf,NA
mgm4487911,Marine,Marine_shelf,NA
mgm4683667,Marine,Marine_shelf,NA
mgm4683668,Marine,Marine_shelf,NA
mgm4683669,Marine,Marine_shelf,NA
mgm4683670,Marine,Marine_shelf,NA
mgm4683671,Marine,Marine_shelf,NA
mgm4683673,Marine,Marine_shelf,NA
mgm4683674,Marine,Marine_shelf,NA
mgm4683675,Marine,Marine_shelf,NA
mgm4683676,Marine,Marine_shelf,NA
mgm4683679,Marine,Marine_shelf,NA
mgm4683680,Marine,Marine_shelf,NA
mgm4683681,Marine,Marine_shelf,NA
mgm4683683,Marine,Marine_shelf,NA
mgm4683685,Marine,Marine_shelf,NA
mgm4683686,Marine,Marine_shelf,NA
mgm4683687,Marine,Marine_shelf,NA
mgm4683689,Marine,Marine_shelf,NA
mgm4683690,Marine,Marine_shelf,NA
mgm4683691,Marine,Marine_shelf,NA
mgm4683692,Marine,Marine_shelf,NA
mgm4683693,Marine,Marine_shelf,NA
mgm4683694,Marine,Marine_shelf,NA
mgm4683695,Marine,Marine_shelf,NA
mgm4683696,Marine,Marine_shelf,NA
mgm4683697,Marine,Marine_shelf,NA
mgm4683699,Marine,Marine_shelf,NA
mgm4683700,Marine,Marine_shelf,NA
mgm4683701,Marine,Marine_shelf,NA
mgm4683702,Marine,Marine_shelf,NA
mgm4683704,Marine,Marine_shelf,NA
mgm4683705,Marine,Marine_shelf,NA
mgm4683706,Marine,Marine_shelf,NA
mgm4683707,Marine,Marine_shelf,NA
mgm4683708,Marine,Marine_shelf,NA
mgm4683709,Marine,Marine_shelf,NA
mgm4683710,Marine,Marine_shelf,NA
mgm4683711,Marine,Marine_shelf,NA
mgm4683712,Marine,Marine_shelf,NA
mgm4683713,Marine,Marine_shelf,NA
mgm4683714,Marine,Marine_shelf,NA
mgm4683715,Marine,Marine_shelf,NA
mgm4683716,Marine,Marine_shelf,NA
mgm4683718,Marine,Marine_shelf,NA
mgm4683719,Marine,Marine_shelf,NA
mgm4683720,Marine,Marine_shelf,NA
mgm4683722,Marine,Marine_shelf,NA
mgm4683723,Marine,Marine_shelf,NA
mgm4683724,Marine,Marine_shelf,NA
mgm4683726,Marine,Marine_shelf,NA
mgm4683727,Marine,Marine_shelf,NA
mgm4683729,Marine,Marine_shelf,NA
mgm4683731,Marine,Marine_shelf,NA
mgm4683732,Marine,Marine_shelf,NA
mgm4683733,Marine,Marine_shelf,NA
mgm4683734,Marine,Marine_shelf,NA
mgm4683735,Marine,Marine_shelf,NA
mgm4683736,Marine,Marine_shelf,NA
mgm4683737,Marine,Marine_shelf,NA
mgm4683738,Marine,Marine_shelf,NA
mgm4683739,Marine,Marine_shelf,NA
mgm4683741,Marine,Marine_shelf,NA
mgm4683742,Marine,Marine_shelf,NA
mgm4683743,Marine,Marine_shelf,NA
mgm4683744,Marine,Marine_shelf,NA
mgm4683745,Marine,Marine_shelf,NA
mgm4683746,Marine,Marine_shelf,NA
mgm4683747,Marine,Marine_shelf,NA
mgm4683749,Marine,Marine_shelf,NA
mgm4683750,Marine,Marine_shelf,NA
mgm4683752,Marine,Marine_shelf,NA
mgm4683754,Marine,Marine_shelf,NA
mgm4684616,Marine,Marine_shelf,NA
mgm4684617,Marine,Marine_shelf,NA
mgm4442643,Marine,Marine_shelf,NA
mgm4442652,Marine,Marine_shelf,NA
mgm4442653,Marine,Marine_shelf,NA
mgm4449259,Marine,Marine_shelf,NA
mgm4449268,Marine,Marine_shelf,NA
mgm4466740,Marine,Marine_shelf,NA
mgm4466742,Marine,Marine_shelf,NA
mgm4466813,Marine,Marine_shelf,NA
mgm4466841,Marine,Marine_shelf,NA
mgm4694757,Marine,Marine_shelf,NA
mgm4694758,Marine,Marine_shelf,NA
mgm4694759,Marine,Marine_shelf,NA
mgm4694760,Marine,Marine_shelf,NA
mgm4704667,Marine,Marine_shelf,NA
mgm4704668,Marine,Marine_shelf,NA
mgm4704669,Marine,Marine_shelf,NA
mgm4704670,Marine,Marine_shelf,NA
mgm4704671,Marine,Marine_shelf,NA
mgm4708965,Marine,Marine_shelf,NA
mgm4708967,Marine,Marine_shelf,NA
mgm4708968,Marine,Marine_shelf,NA
mgm4708969,Marine,Marine_shelf,NA
mgm4708970,Marine,Marine_shelf,NA
mgm4708971,Marine,Marine_shelf,NA
mgm4708972,Marine,Marine_shelf,NA
mgm4708973,Marine,Marine_shelf,NA
mgm4708974,Marine,Marine_shelf,NA
mgm4708976,Marine,Marine_shelf,NA
mgm4708977,Marine,Marine_shelf,NA
mgm4708978,Marine,Marine_shelf,NA
mgm4713197,Marine,Marine_shelf,NA
mgm4713198,Marine,Marine_shelf,NA
mgm4713199,Marine,Marine_shelf,NA
mgm4713200,Marine,Marine_shelf,NA
mgm4713201,Marine,Marine_shelf,NA
mgm4713202,Marine,Marine_shelf,NA
mgm4713203,Marine,Marine_shelf,NA
mgm4713204,Marine,Marine_shelf,NA
mgm4713205,Marine,Marine_shelf,NA
mgm4713206,Marine,Marine_shelf,NA
mgm4713207,Marine,Marine_shelf,NA
mgm4713208,Marine,Marine_shelf,NA
mgm4713209,Marine,Marine_shelf,NA
mgm4713210,Marine,Marine_shelf,NA
mgm4713211,Marine,Marine_shelf,NA
mgm4713212,Marine,Marine_shelf,NA
mgm4713213,Marine,Marine_shelf,NA
mgm4713214,Marine,Marine_shelf,NA
mgm4713215,Marine,Marine_shelf,NA
mgm4713216,Marine,Marine_shelf,NA
mgm4713217,Marine,Marine_shelf,NA
mgm4713218,Marine,Marine_shelf,NA
mgm4713219,Marine,Marine_shelf,NA
mgm4713220,Marine,Marine_shelf,NA
mgm4713221,Marine,Marine_shelf,NA
mgm4713222,Marine,Marine_shelf,NA
mgm4713223,Marine,Marine_shelf,NA
mgm4713224,Marine,Marine_shelf,NA
mgm4713225,Marine,Marine_shelf,NA
mgm4713226,Marine,Marine_shelf,NA
mgm4713227,Marine,Marine_shelf,NA
mgm4713228,Marine,Marine_shelf,NA
mgm4713229,Marine,Marine_shelf,NA
mgm4713230,Marine,Marine_shelf,NA
mgm4713231,Marine,Marine_shelf,NA
mgm4713232,Marine,Marine_shelf,NA
mgm4447483,Marine,Marine_shelf,NA
mgm4447551,Marine,Marine_shelf,NA
mgm4447862,Marine,Marine_shelf,NA
mgm4448427,Marine,Marine_shelf,NA
mgm4453304,Marine,Marine_shelf,NA
mgm4453305,Marine,Marine_shelf,NA
mgm4453371,Marine,Marine_shelf,NA
mgm4453372,Marine,Marine_shelf,NA
mgm4466309,Marine,Marine_shelf,NA
mgm4466582,Marine,Marine_shelf,NA
mgm4466592,Marine,Marine_shelf,NA
mgm4466596,Marine,Marine_shelf,NA
mgm4466597,Marine,Marine_shelf,NA
mgm4466599,Marine,Marine_shelf,NA
mgm4466736,Marine,Marine_shelf,NA
mgm4466737,Marine,Marine_shelf,NA
mgm4466738,Marine,Marine_shelf,NA
mgm4466739,Marine,Marine_shelf,NA
mgm4466741,Marine,Marine_shelf,NA
mgm4466745,Marine,Marine_shelf,NA
mgm4466809,Marine,Marine_shelf,NA
mgm4466810,Marine,Marine_shelf,NA
mgm4466812,Marine,Marine_shelf,NA
mgm4466814,Marine,Marine_shelf,NA
mgm4466820,Marine,Marine_shelf,NA
mgm4466825,Marine,Marine_shelf,NA
mgm4466835,Marine,Marine_shelf,NA
mgm4466844,Marine,Marine_shelf,NA
mgm4466845,Marine,Marine_shelf,NA
mgm4466846,Marine,Marine_shelf,NA
mgm4739968,Freshwater,Lakes,NA
mgm4739971,Freshwater,Lakes,NA
mgm4742213,Freshwater,Lakes,NA
mgm4716389,Marine,Deep_sea_floors,NA
mgm4716390,Marine,Deep_sea_floors,NA
mgm4716391,Marine,Deep_sea_floors,NA
mgm4537102,Marine,Pelagic_ocean_waters,NA
mgm4537103,Marine,Pelagic_ocean_waters,NA
mgm4537104,Marine,Pelagic_ocean_waters,NA
mgm4537105,Marine,Pelagic_ocean_waters,NA
mgm4578950,Marine,Marine_shelf,NA
mgm4578951,Marine,Marine_shelf,NA
mgm4581719,Marine,Marine_shelf,NA
mgm4714016,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714017,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714019,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714022,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714024,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714026,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714027,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714028,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714029,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714030,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714032,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714033,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714034,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714035,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714036,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4714039,Marine-Freshwater-Terrestrial,Brackish_tidal,NA
mgm4440090,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440419,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440420,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440421,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440425,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440426,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440428,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440429,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440430,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440432,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440433,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440434,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440435,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440436,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440437,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4440438,Marine-Terrestrial,Anthropogenic_Shorelines,NA
mgm4508047,Marine-Terrestrial,Shorelines,NA
mgm4525341,Marine-Terrestrial,Shorelines,NA
mgm4526719,Marine,Pelagic_ocean_waters,Epipelagic_ocean_waters
mgm4526720,Marine,Pelagic_ocean_waters,Epipelagic_ocean_waters
mgm4526721,Marine,Pelagic_ocean_waters,Epipelagic_ocean_waters
mgm4526722,Marine,Pelagic_ocean_waters,Epipelagic_ocean_waters
mgm4526723,Marine,Pelagic_ocean_waters,Epipelagic_ocean_waters
mgm4526724,Marine,Pelagic_ocean_waters,Epipelagic_ocean_waters
mgm4526725,Terrestrial,Intensive_land-use,Urban_and_industrial_ecosystems
mgm4531574,Marine,Pelagic_ocean_waters,NA
mgm4548349,Marine-Terrestrial,Shorelines,NA
mgm4548350,Marine-Terrestrial,Shorelines,NA
mgm4572122,Marine-Terrestrial,Shorelines,NA
mgm4572123,Marine-Terrestrial,Shorelines,NA
mgm4572197,Marine-Terrestrial,Shorelines,NA
mgm4572198,Marine-Terrestrial,Shorelines,NA
mgm4572199,Marine-Terrestrial,Shorelines,NA
mgm4718936,Marine,Deep_sea_floors,NA
mgm4718937,Marine,Deep_sea_floors,NA
mgm4723009,Marine,Marine_shelf,NA
mgm4723011,Marine,Marine_shelf,NA
mgm4469452,Marine,Deep_sea_floors,NA
mgm4481541,Marine,Deep_sea_floors,NA
mgm4562962,Marine,Marine_shelf,Photic_coral_reefs
mgm4562963,Marine,Marine_shelf,Photic_coral_reefs
mgm4562964,Marine,Marine_shelf,Photic_coral_reefs
mgm4562965,Marine,Marine_shelf,Photic_coral_reefs
mgm4562966,Marine,Marine_shelf,Photic_coral_reefs
mgm4653307,Marine,Marine_shelf,Photic_coral_reefs
mgm4698148,Marine,Marine_shelf,Photic_coral_reefs
mgm4698149,Marine,Marine_shelf,Photic_coral_reefs
mgm4698150,Marine,Marine_shelf,Photic_coral_reefs
