samples;total_number_of_reads;file_size;GC_content;total_number_of_bases;complete_sequence_size;average_read_size;read_size_mode;read_size_median;lowest_read_size;highest_read_size
mgm4707652;6660044344;32981463;0.44870560983293223;5272549710;5272549710;159.86403362397843;151;151;62;294
mgm4707653;7586328871;38390526;0.4474785096430269;5963504127;5963504127;155.33791141595717;151;151.0;65;294
mgm4707654;3471626840;16799867;0.44765027262095447;2765723572;2765723572;164.62770639791376;151;151;73;294
mgm4707655;5946098542;29654709;0.4572837878461552;4695466730;4695466730;158.33798031874127;151;151;73;294
mgm4707656;4809549368;24002368;0.44360343395481394;3797575305;3797575305;158.21669366122543;151;151.0;69;294
mgm4707657;5985400288;29857012;0.4540316506837462;4726334483;4726334483;158.29897790843907;151;151.0;54;294
mgm4707658;3164481951;15490954;0.46449943727767895;2511614427;2511614427;162.1342641001968;151;151.0;68;294
mgm4707659;1141325560;4622607;0.4489603720343266;953468147;953468147;206.26199609873822;151;201;112;294
mgm4707660;5446725947;28023787;0.4333609927520949;4256766963;4256766963;151.8983484637533;151;151;73;294
mgm4707951;5407700095;25729225;0.4517700885296226;4332016660;4332016660;168.36949655498756;151;151;65;294
mgm4707952;2623366428;13115629;0.4321870792385887;2069218984;2069218984;157.76742266802455;151;151;73;294
mgm4708965;81925713;279807;0.5189003259981537;68944869;68944869;246.40151604498814;301;276;50;301
mgm4708967;23467313;91552;0.4966885415279749;19219779;19219779;209.93292336595596;301;213.0;50;301
mgm4708968;1744226;5835;0.5937332033943395;1473512;1473512;252.5299057412168;300;291;50;301
mgm4708969;10338377;37944;0.5277595950879809;8578061;8578061;226.07160552393;301;239.0;50;301
mgm4708970;2570552;8981;0.5212685157071879;2153982;2153982;239.83765727647256;301;267;50;301
mgm4708971;18034926;60563;0.505389855155278;15225270;15225270;251.39557155358884;301;290;50;301
mgm4708972;112983422;387794;0.5307339253436695;94992373;94992373;244.95575743822752;301;276.0;50;301
mgm4708973;96221331;313501;0.5240338257080954;81677758;81677758;260.53428218729766;301;299;50;301
mgm4708974;24199979;87142;0.5262883550751355;20157176;20157176;231.31413095866517;301;249.0;50;301
mgm4708976;5499126;18751;0.48409833080267545;4629231;4629231;246.87915311183403;301;283;50;301
mgm4708977;4469857;14427;0.6084007381864126;3800666;3800666;263.4411866638941;300;299;50;301
mgm4708978;9143700;31221;0.5088768445752053;7695471;7695471;246.48380897472856;301;284;50;301
mgm4709032;2545962482;13026154;0.49034983832252893;1993440384;1993440384;153.03368776386338;151;151.0;73;294
mgm4709383;9344950929;45382135;0.5980792982752383;7858450693;7858450693;173.1617671359005;151;151;50;294
mgm4709384;7346114984;35944722;0.5036048649373712;6171048815;6171048815;171.68163979679687;151;151.0;50;294
mgm4709385;7894910068;38720124;0.517840860349803;6628255879;6628255879;171.18374618325086;151;151.0;50;294
mgm4709386;6598794796;30870109;0.5433997686375492;5591190774;5591190774;181.11989089510504;151;153;50;294
mgm4709387;8233104226;39687032;0.6297808558595775;6934542156;6934542156;174.73068169975522;151;151.0;50;294
mgm4709388;9739436847;47954661;0.5045768834209223;8168043090;8168043090;170.3284502417815;151;151;50;294
mgm4709390;8215060396;39841573;0.5226136208905637;6911398323;6911398323;173.47202438518178;151;151;50;294
mgm4709391;7900156501;37559702;0.5206746635823375;6671796252;6671796252;177.63176747248954;151;151.0;50;294
mgm4709392;9278695994;45744188;0.5969675540930379;7780248131;7780248131;170.08167531578002;151;151.0;50;294
mgm4709393;7606562034;37182507;0.5105328441567819;6390649192;6390649192;171.8724665875811;151;151;50;294
mgm4709394;8284454948;41894295;0.5680110644449431;6913053153;6913053153;165.0118029913142;151;151;50;294
mgm4709721;24518991;160079;0.6366807749608023;19667627;19667627;122.86200563471786;251;116;50;251
mgm4709723;47159893;312002;0.6404860182671224;37598916;37598916;120.50857366298933;114;114.0;50;251
mgm4709724;53830296;344671;0.6477745188257842;43256578;43256578;125.50106623417695;124;123;50;251
mgm4709725;44165259;285945;0.6371133297467956;35412053;35412053;123.84218293727815;123;122;50;251
mgm4709726;11444498;74591;0.6431330044216269;9217874;9217874;123.57890362108029;123;121;50;251
mgm4709727;48635239;326908;0.6506256484514898;38612179;38612179;118.11328875402253;115;116.0;50;251
mgm4709731;11268181;73065;0.637508176213579;9087336;9087336;124.37331143502361;251;118;50;251
mgm4709732;39404042;258883;0.629520490076852;31489755;31489755;121.63701363164054;93;115;50;251
mgm4709734;106438729;645362;0.6514765706836455;86543605;86543605;134.10086896966354;251;130.0;50;251
mgm4709740;69447953;523381;0.64858697484752;53334224;53334224;101.90324830286158;100;100;50;251
mgm4709741;24064629;166363;0.6426542196695673;19018456;19018456;114.31902526403107;114;112;50;251
mgm4709742;45065912;303862;0.6446066106309029;35757283;35757283;117.67606018521566;118;112.0;50;251
mgm4711612;131703754;155865;0.571525034194314;126981638;126981638;814.6898790620088;368;530;300;7463
mgm4712232;4481892608;26336654;0.5631209025293699;3387595819;3387595819;128.6266592179857;150;150.0;50;150
mgm4712233;1504553072;9102791;0.5548624988031933;1126330560;1126330560;123.73463918923328;150;145;50;150
mgm4712234;1663372031;9747240;0.5558241985393737;1258372298;1258372298;129.10037077162355;150;150.0;50;150
mgm4712235;1471517645;8933188;0.5547632997257438;1100339156;1100339156;123.17429746245125;150;144.0;50;150
mgm4712236;1752400300;10822565;0.5283970157922905;1302718436;1302718436;120.37058091127196;150;136;50;150
mgm4712237;1780782755;10965935;0.528662408250351;1325146623;1325146623;120.84210083317109;150;137;50;150
mgm4712239;1630019913;9577851;0.5558856159053589;1232055492;1232055492;128.63590089259063;150;150;50;150
mgm4712241;3103757105;19039780;0.46838109099892034;2312650098;2312650098;121.46411870305224;150;140.0;50;150
mgm4712242;1748757674;10481198;0.5526146562739213;1313261454;1313261454;125.29688438287303;150;149.0;50;150
mgm4712243;2229824198;13526434;0.5553799333446291;1667792085;1667792085;123.29872640490464;150;144.0;50;150
mgm4712246;1780106993;10565472;0.5235376493443533;1341114231;1341114231;126.93367896862534;150;150.0;50;150
mgm4712247;2322851320;14219661;0.47795413602764625;1732027470;1732027470;121.80511687303938;150;141;50;150
mgm4712248;1944683360;11701860;0.5500497686715397;1458472725;1458472725;124.63597453738123;150;149.0;50;150
mgm4712249;1838772649;11123571;0.5785366484211376;1376585278;1376585278;123.75389863560902;150;145;50;150
mgm4712251;3143756760;19236519;0.4688773197844329;2344479749;2344479749;121.87650733482498;150;141;50;150
mgm4712252;3873606884;23247212;0.5775141469051502;2907672354;2907672354;125.07617489787593;150;149.0;50;150
mgm4712253;2429929670;14673296;0.5358485337309382;1820248493;1820248493;124.05178039071794;150;149.0;50;150
mgm4712255;2463086917;14800017;0.5758346255518679;1848150373;1848150373;124.87488176533851;150;150;50;150
mgm4712256;1775407748;10615817;0.5526217983781201;1334321216;1334321216;125.69180648083892;150;150;50;150
mgm4712257;2266317800;13710235;0.5552582273344614;1696652490;1696652490;123.75079566469867;150;145;50;150
mgm4712258;2430375559;14640080;0.5759398619696953;1822080162;1822080162;124.4583473587576;150;148.0;50;150
mgm4712259;2054070498;13011892;0.5217248724271915;1513422627;1513422627;116.31072767895706;150;125.0;50;150
mgm4712260;1740235511;10363895;0.5233767187630998;1309614164;1309614164;126.36312544656232;150;149;50;150
mgm4712261;2659340335;16597306;0.5779173027481534;1969718151;1969718151;118.67697992674233;150;132.0;50;150
mgm4712262;2242185556;13938061;0.5572802296946696;1663059925;1663059925;119.31788252325772;150;133;50;150
mgm4712263;3328332753;20038456;0.5573381315285;2495738415;2495738415;124.54744093057869;150;149.0;50;150
mgm4712264;1975678163;11856859;0.5499507470879107;1483031092;1483031092;125.07790570841738;150;150;50;150
mgm4712265;2585895175;15542137;0.5658862159301722;1940114555;1940114555;124.82933041961991;150;149;50;150
mgm4712266;1807210226;10962728;0.5786094580059389;1351703169;1351703169;123.29989114023444;150;144.0;50;150
mgm4712268;2076275499;13121015;0.5217446101687627;1531096223;1531096223;116.69037974577424;150;126;50;150
mgm4712270;2393405627;14492514;0.5360216648163437;1791232355;1791232355;123.59707604905539;150;145.0;50;150
mgm4712271;1720901544;10565419;0.4778617489698842;1281932365;1281932365;121.33284680900965;150;140;50;150
mgm4712272;2623884197;15729526;0.5657463035575947;1970322056;1970322056;125.2626465667179;150;150.0;50;150
mgm4712754;206849658;807591;0.5476132478728627;169342386;169342386;209.68830261852844;226;225;73;226
mgm4712755;149020309;580710;0.6381514679816216;122061678;122061678;210.19386268533347;225;224.0;74;226
mgm4712756;245537506;938883;0.6643839958747216;201931586;201931586;215.07641101180872;226;225;69;226
mgm4712757;230250136;886097;0.642013503565384;189094356;189094356;213.4014176777486;226;225;74;226
mgm4712758;156796162;586734;0.6886007034732732;129546073;129546073;220.7918290059891;226;225.0;75;226
mgm4712759;219097696;826459;0.6631536101077559;180716988;180716988;218.66419023811224;226;225;68;226
mgm4712760;7646280;30298;0.5798352015840342;6239259;6239259;205.92973133540167;226;224.0;77;226
mgm4712761;140180680;530587;0.6475738723939118;115548374;115548374;217.77460435329172;226;225;56;226
mgm4712762;208735537;798758;0.5205771046972468;171636586;171636586;214.8793326639608;226;225.0;72;226
mgm4712763;265055902;1016156;0.6739616616014177;217862934;217862934;214.3991021063695;226;225.0;73;226
mgm4712764;266687276;1021536;0.6596073294009027;219241166;219241166;214.61912844970712;226;225.0;53;226
mgm4712765;236584813;929044;0.6596510734175332;193445508;193445508;208.21996374768042;226;225.0;70;226
mgm4712766;2201523;8544;0.5554270041142002;1804725;1804725;211.22717696629215;226;225.0;80;226
mgm4712767;13428692;53031;0.6306378710855995;10965664;10965664;206.77837491278686;226;225;77;226
mgm4712768;216462905;813212;0.6657656962679531;178695105;178695105;219.73987717839876;226;225.0;66;226
mgm4712769;104921841;393962;0.6472108635739666;86622690;86622690;219.87574943776303;226;225.0;76;226
mgm4712785;13089021213;71584662;0.5546013326150789;10737699300;10737699300;150.0;150;150.0;150;150
mgm4712786;11834595936;64729632;0.526510953849802;9709444800;9709444800;150.0;150;150.0;150;150
mgm4712787;13834571359;75658918;0.5400018497048381;11348837700;11348837700;150.0;150;150.0;150;150
mgm4712788;13483072692;73737828;0.5159017774883922;11060674200;11060674200;150.0;150;150.0;150;150
mgm4713017;4224808600;24638940;0.5669941700892049;3422833848;3422833848;138.91968761643156;150;150.0;50;150
mgm4713020;6019916375;35013986;0.6290490079252066;4875563901;4875563901;139.24618296814307;150;150.0;50;150
mgm4713021;4523880103;25719243;0.5696316895823473;3686255411;3686255411;143.32674608657805;150;150;50;150
mgm4713022;5294160467;30974920;0.6080723535362219;4283097692;4283097692;138.27631167408987;150;150.0;50;150
mgm4713025;4438988222;25881589;0.5612125015516174;3596005790;3596005790;138.94068830163403;150;150;50;150
mgm4713028;4727828819;26937500;0.5637301924722412;3850001357;3850001357;142.92348425058006;150;150.0;50;150
mgm4713031;5723123233;32708489;0.6078846271418658;4654852733;4654852733;142.3132916045128;150;150;50;150
mgm4713033;6411233609;36635327;0.6284858105037774;5213376912;5213376912;142.3046370515541;150;150;50;150
mgm4713035;4408262145;25852255;0.5769940261157698;3566247550;3566247550;137.94725257042373;150;150;50;150
mgm4713037;4790780323;27314210;0.5787809040629871;3900521391;3900521391;142.80191120299654;150;150.0;50;150
mgm4713197;52810089;240904;0.4310386154765208;45453097;45453097;188.6772199714409;301;192.0;50;301
mgm4713198;111075067;451525;0.46914110359064354;97188845;97188845;215.2457671225292;301;224;50;301
mgm4713199;127703919;444753;0.47287542610387673;114027653;114027653;256.3842245021394;301;299;50;301
mgm4713200;203417976;767213;0.4299402724250903;179745118;179745118;234.28320166629084;301;257;50;301
mgm4713201;46548612;184452;0.45780864272087407;40941667;40941667;221.96380088044586;301;240.0;50;301
mgm4713202;78777606;390649;0.45406020200771996;66778537;66778537;170.94255200960453;301;168;50;301
mgm4713203;66612520;273366;0.47822267163211185;58249225;58249225;213.0814548992925;301;223.0;50;301
mgm4713204;101986988;409734;0.46124895896148194;89396308;89396308;218.18132739777514;301;235.0;50;301
mgm4713205;95246988;426341;0.456803331024268;82141461;82141461;192.66610764622683;301;196;50;301
mgm4713206;164755978;700820;0.41768075461900694;143141266;143141266;204.24826060900088;301;214.0;50;301
mgm4713207;62754696;258974;0.4361878470569107;54837548;54837548;211.749241236572;301;220.0;50;301
mgm4713208;34012062;152772;0.42610380887623245;29387198;29387198;192.35984342680595;301;198.0;50;301
mgm4713209;85385467;378757;0.4327588266136277;73755041;73755041;194.72918256296254;301;201;50;301
mgm4713210;62071101;266974;0.4356619399497106;53905985;53905985;201.91473701558954;301;205.0;50;301
mgm4713211;55129509;191670;0.4544915034185296;49298827;49298827;257.206798142641;301;299.0;50;301
mgm4713212;69316955;310260;0.43400145336994955;59809961;59809961;192.77367691613486;301;198.0;50;301
mgm4713213;92391982;320821;0.47892504499948363;82557614;82557614;257.33232550238296;301;299;50;301
mgm4713214;119740012;434657;0.44626550956485345;106376695;106376695;244.73710304907087;301;279;50;301
mgm4713215;94525657;420947;0.4671174856879483;81587359;81587359;193.8186018667433;301;191;50;301
mgm4713216;67499591;269734;0.4643919308411825;59248902;59248902;219.65678038363723;301;236.0;50;301
mgm4713217;54877439;202714;0.4314314748594247;48703957;48703957;240.25946407253568;301;271.0;50;301
mgm4713218;83449599;291980;0.47691955108527667;74509296;74509296;255.1863004315364;301;299.0;50;301
mgm4713219;59267411;202800;0.4694953202657516;53091690;53091690;261.7933431952663;301;300.0;50;301
mgm4713220;88774914;353258;0.46227120035927377;77935000;77935000;220.61779209529578;301;238.0;50;301
mgm4713221;44419754;175946;0.4414618232597809;39076516;39076516;222.09380150728063;301;239.0;50;301
mgm4713222;81267892;383478;0.43269602551658437;69491119;69491119;181.2127918681124;301;182.0;50;301
mgm4713223;97372982;414221;0.439660073719351;84643176;84643176;204.34303427397452;301;209;50;301
mgm4713224;53208836;248833;0.46359527919930493;45606077;45606077;183.27985837891276;301;186;50;301
mgm4713225;98188819;401407;0.43802988134236004;85856250;85856250;213.88827299972348;301;229;50;301
mgm4713226;43490709;165195;0.4393438399419263;38480733;38480733;232.9412694088804;301;255;50;301
mgm4713227;80911807;330114;0.43871566146214497;70789342;70789342;214.43907862132477;301;225.0;50;301
mgm4713228;71754998;280452;0.44446264341683306;63172065;63172065;225.2508985494844;301;238.0;50;301
mgm4713229;100537734;404994;0.4384478749911132;88093961;88093961;217.51917559272482;301;231.0;50;301
mgm4713230;111380820;383386;0.47338214164448356;99606943;99606943;259.8085037012306;301;300.0;50;301
mgm4713231;43263875;182702;0.41873130790236185;37710789;37710789;206.40599993431928;301;218.0;50;301
mgm4713232;69676952;289150;0.46412338803316927;60824375;60824375;210.35578419505447;301;225.0;50;301
mgm4714016;927088560;4984937;0.5544001646071463;720318666;720318666;144.4990510411666;151;151;50;151
mgm4714017;1330928521;7029020;0.5223583211988396;1039265305;1039265305;147.8535137188399;151;151.0;50;151
mgm4714019;1529969529;5578028;0.5214008005376881;1298494019;1298494019;232.78728952239035;250;250.0;50;251
mgm4714022;1594950818;5795921;0.5214354942552811;1354428158;1354428158;233.68644224101743;251;250;50;251
mgm4714024;1793148909;6432027;0.528364151576289;1526241456;1526241456;237.28778750462334;251;250;50;251
mgm4714026;1476172367;7775344;0.5287265413193866;1153651518;1153651518;148.3730517903774;151;151.0;50;151
mgm4714027;1519211148;7996448;0.5286860802842138;1187514002;1187514002;148.50518655282946;151;151.0;50;151
mgm4714028;1364079255;7199524;0.5222725343867555;1065335026;1065335026;147.97298071372495;151;151.0;50;151
mgm4714029;3185107618;11687505;0.5501935132215822;2700101294;2700101294;231.02461081300072;250;250;50;251
mgm4714030;1120673212;4337684;0.5534673845173164;940673477;940673477;216.860766482759;250;249.0;50;251
mgm4714032;916316471;4929577;0.5545524636798655;711847722;711847722;144.40340864946424;151;150;50;151
