"samples","life_style","biosphere","ecosystem","habitat","country","project_name","latitude","longitude","PI_lastname","seq_method"
"mgm4639047","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.633364,-77.450235,"aunins","illumina"
"mgm4639048","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina"
"mgm4639049","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.562813,-77.357536,"aunins","illumina"
"mgm4639050","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.661676,-77.481384,"aunins","illumina"
"mgm4639051","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.672006,-77.454977,"aunins","illumina"
"mgm4639052","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.810858,-77.009346,"aunins","illumina"
"mgm4639053","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.575744,-77.375646,"aunins","illumina"
"mgm4639054","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.454971,-77.737793,"aunins","illumina"
"mgm4639055","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.963623,-77.157501,"aunins","illumina"
"mgm4667220","free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.579464,47.588183,"villamizar","illumina"
"mgm4667225","free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.580036,47.586303,"villamizar","illumina"
"mgm4667237","free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.579464,47.588183,"villamizar","illumina"
"mgm4667238","free-living","terrestrial","soil","agricultural_soil","Brazil","ORGANIC FERTILIZER: ENVIRONMENTAL INFLUENCE AND BIOTECHNOLOGICAL USE",23.580036,47.586303,"villamizar","illumina"
"mgm4679712","free-living","freshwater","sediment","river_sediment","USA","Pine_Creek_metagenomics",41.35398,-77.36202,"aunins","illumina"
"mgm4679713","free-living","freshwater","sediment","river_sediment","USA","Pine_Creek_metagenomics",41.5527,-77.61581,"aunins","illumina"
"mgm4679715","free-living","freshwater","sediment","river_sediment","USA","Pine_Creek_metagenomics",41.28714,-77.32458,"aunins","illumina"
"mgm4679716","free-living","freshwater","sediment","river_sediment","USA","Pine_Creek_metagenomics",41.44967,-77.42759,"aunins","illumina"
"mgm4679721","free-living","freshwater","sediment","river_sediment","USA","Pine_Creek_metagenomics",41.32943,-77.34448,"aunins","illumina"
"mgm4698585","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina"
"mgm4698586","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.633364,-77.450235,"aunins","illumina"
"mgm4698587","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.631216,-77.454625,"aunins","illumina"
"mgm4698588","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.369119,-77.3855,"aunins","illumina"
"mgm4698589","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.629695,-77.462659,"aunins","illumina"
"mgm4698590","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.661676,-77.481384,"aunins","illumina"
"mgm4698591","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.29577,-77.792231,"aunins","illumina"
"mgm4698592","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.984951,-77.041723,"aunins","illumina"
"mgm4698593","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.575744,-77.375646,"aunins","illumina"
"mgm4698594","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.367842,-77.388236,"aunins","illumina"
"mgm4698595","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.672006,-77.454977,"aunins","illumina"
"mgm4702046","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.454971,-77.737793,"aunins","illumina"
"mgm4702047","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.944929,-77.050302,"aunins","illumina"
"mgm4702048","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.963623,-77.157501,"aunins","illumina"
"mgm4702049","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.629695,-77.462659,"aunins","illumina"
"mgm4702050","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",39.626218,-77.439928,"aunins","illumina"
"mgm4702051","free-living","freshwater","freshwater","river","USA","NCR Park biofilm metagenomes",38.810858,-77.009346,"aunins","illumina"
"mgm4729586","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.369119,-77.3855,"aunins","illumina"
"mgm4729587","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.454971,-77.737793,"aunins","illumina"
"mgm4729588","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.369119,-77.3855,"aunins","illumina"
"mgm4729589","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.631216,-77.454625,"aunins","illumina"
"mgm4729590","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.598832,-77.829211,"aunins","illumina"
"mgm4729591","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.633364,-77.450235,"aunins","illumina"
"mgm4729592","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.629695,-77.462659,"aunins","illumina"
"mgm4729593","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.367842,-77.388236,"aunins","illumina"
"mgm4729594","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.944929,-77.050302,"aunins","illumina"
"mgm4729595","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.984951,-77.041723,"aunins","illumina"
"mgm4729596","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.30627,-77.614312,"aunins","illumina"
"mgm4729597","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.29577,-77.792231,"aunins","illumina"
"mgm4729598","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.626218,-77.439928,"aunins","illumina"
"mgm4729599","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.454971,-77.737793,"aunins","illumina"
"mgm4730069","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina"
"mgm4730070","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.562813,-77.357536,"aunins","illumina"
"mgm4730071","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina"
"mgm4730072","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.367842,-77.388236,"aunins","illumina"
"mgm4730294","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.598832,-77.829211,"aunins","illumina"
"mgm4730295","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.30627,-77.614312,"aunins","illumina"
"mgm4730296","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.367842,-77.388236,"aunins","illumina"
"mgm4730297","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.454971,-77.737793,"aunins","illumina"
"mgm4730298","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.626218,-77.439928,"aunins","illumina"
"mgm4730299","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.454971,-77.737793,"aunins","illumina"
"mgm4730302","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.944929,-77.050302,"aunins","illumina"
"mgm4730303","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.369119,-77.3855,"aunins","illumina"
"mgm4730304","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.629695,-77.462659,"aunins","illumina"
"mgm4730305","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.29577,-77.792231,"aunins","illumina"
"mgm4730306","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.631216,-77.454625,"aunins","illumina"
"mgm4730486","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina"
"mgm4730487","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.941038,-77.269033,"aunins","illumina"
"mgm4730488","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.936701,-77.262437,"aunins","illumina"
"mgm4730489","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.963623,-77.157501,"aunins","illumina"
"mgm4730490","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.817849,-77.510242,"aunins","illumina"
"mgm4730491","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.941038,-77.269033,"aunins","illumina"
"mgm4730492","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.810858,-77.009346,"aunins","illumina"
"mgm4730493","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.661676,-77.481384,"aunins","illumina"
"mgm4730494","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.936701,-77.262437,"aunins","illumina"
"mgm4730495","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",39.672006,-77.454977,"aunins","illumina"
"mgm4730496","free-living","freshwater","freshwater","stream_biofilm","USA","NCR Park biofilm metagenomes",38.575744,-77.375646,"aunins","illumina"
"mgm4449249","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449252","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449255","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449256","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449258","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449284","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",45.39926,-93.26529,"fierer","454"
"mgm4449356","free-living","terrestrial","soil","meadow_soil","USA","Comparative metagenomic, phylogenetic, and physiological analyses of soil microbial communities across nitrogen gradients",42.44158,-85.3760899999999,"fierer","454"
